Type,KUKSAT
K0330,Knowledge of successful capabilities to identify the solutions to less common and more complex system problems.
K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services."
K0333,"Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs."
K0334,"Knowledge of network traffic analysis (tools, methodologies, processes)."
K0335,Knowledge of current and emerging cyber technologies.
K0336,Knowledge of access authentication methods.
K0338,Knowledge of data mining techniques.
K0339,Knowledge of how to use network analysis tools to identify vulnerabilities.
K0341,Knowledge of foreign disclosure policies and import/export control regulations as related to cybersecurity. 
K0342,"Knowledge of penetration testing principles, tools, and techniques."
K0343,Knowledge of root cause analysis techniques.
K0344,Knowledge of an organization’s threat environment.
K0346,Knowledge of principles and methods for integrating system components.
K0347,Knowledge and understanding of operational design.
K0349,"Knowledge of website types, administration, functions, and content management system (CMS)."
K0350,Knowledge of accepted organization planning systems.
K0351,"Knowledge of applicable statutes, laws, regulations and policies governing cyber targeting and exploitation."
K0352,"Knowledge of forms of intelligence support needs, topics, and focus areas."
K0353,Knowledge of possible circumstances that would result in changing collection management authorities.
K0354,Knowledge of relevant reporting and dissemination procedures.
K0355,Knowledge of all-source reporting and dissemination procedures.
K0356,"Knowledge of analytic tools and techniques for language, voice and/or graphic material."
K0357,Knowledge of analytical constructs and their use in assessing the operational environment
K0358,Knowledge of analytical standards and the purpose of intelligence confidence levels.
K0359,Knowledge of approved intelligence dissemination processes.
K0361,"Knowledge of asset availability, capabilities and limitations."
K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)."
K0363,Knowledge of auditing and logging procedures (including server-based logging).
K0364,Knowledge of available databases and tools necessary to assess appropriate collection tasking.
K0367,Knowledge of penetration testing. 
K0368,Knowledge of implants that enable cyber collection and/or preparation activities.
K0371,"Knowledge of principles of the collection development processes (e.g., Dialed Number Recognition, Social Network Analysis)."
K0372,"Knowledge of programming concepts (e.g., levels, structures, compiled vs. interpreted languages)."
K0373,"Knowledge of basic software applications (e.g., data storage and backup, database applications) and the types of vulnerabilities that have been found in those applications."
K0375,Knowledge of wireless applications vulnerabilities.
K0376,"Knowledge of internal and external customers and partner organizations, including information needs, objectives, structure, capabilities, etc."
K0377,"Knowledge of classification and control markings standards, policies and procedures."
K0379,"Knowledge of client organizations, including information needs, objectives, structure, capabilities, etc."
K0380,Knowledge of collaborative tools and environments.
K0381,Knowledge of collateral damage and estimating impact(s).
K0382,Knowledge of collection capabilities and limitations.
K0383,"Knowledge of collection capabilities, accesses, performance specifications, and constraints utilized to satisfy collection plan."
K0384,"Knowledge of collection management functionality (e.g., positions, functions, responsibilities, products, reporting requirements)."
K0386,Knowledge of collection management tools.
K0387,Knowledge of collection planning process and collection plan.
K0388,"Knowledge of collection searching/analyzing techniques and tools for chat/buddy list, emerging technologies, VOIP, Media Over IP, VPN, VSAT/wireless, web mail and cookies."
K0389,Knowledge of collection sources including conventional and non-conventional sources.
K0390,Knowledge of collection strategies.
K0391,"Knowledge of collection systems, capabilities, and processes. "
K0392,"Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.)."
K0393,Knowledge of common networking devices and their configurations.
K0394,Knowledge of common reporting databases and tools. 
K0395,"Knowledge of computer networking fundamentals (i.e., basic computer components of a network, types of networks, etc.)."
K0396,"Knowledge of computer programming concepts, including computer languages, programming, testing, debugging, and file types. "
K0397,"Knowledge of security concepts in operating systems (e.g., Linux, Unix.)"
K0398,"Knowledge of concepts related to websites (e.g., web servers/pages, hosting, DNS, registration, web languages such as HTML)."
K0399,Knowledge of crisis action planning and time sensitive planning procedures.
K0400,Knowledge of crisis action planning for cyber operations.
K0401,Knowledge of criteria for evaluating collection products.
K0402,"Knowledge of criticality and vulnerability factors (e.g., value, recuperation, cushion, countermeasures) for target selection and applicability to the cyber domain."
K0403,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations."
K0404,Knowledge of current collection requirements.
K0405,Knowledge of current computer-based intrusion sets.
K0406,Knowledge of current software and methodologies for active defense and system hardening.
K0407,Knowledge of customer information needs.
K0408,"Knowledge of cyber actions (i.e. cyber defense, information gathering, environment preparation, cyber-attack) principles, capabilities, limitations, and effects."
K0409,Knowledge of cyber intelligence/information collection capabilities and repositories.
K0410,Knowledge of cyber laws and their effect on Cyber planning.
K0411,Knowledge of cyber laws and legal considerations and their effect on cyber planning.
K0412,Knowledge of cyber lexicon/terminology
K0413,"Knowledge of cyber operation objectives, policies, and legalities. "
K0414,Knowledge of cyber operations support or enabling processes.
K0415,Knowledge of cyber operations terminology/lexicon.
K0416,Knowledge of cyber operations.
K0417,"Knowledge of data communications terminology (e.g., networking protocols, Ethernet, IP, encryption, optical devices, removable media)."
K0418,Knowledge of data flow process for terminal or environment collection.
K0419,Knowledge of database administration and maintenance.
K0420,Knowledge of database theory.
K0421,"Knowledge of databases, portals and associated dissemination vehicles."
K0422,Knowledge of deconfliction processes and procedures.
K0423,Knowledge of deconfliction reporting to include external organization interaction.
K0424,Knowledge of denial and deception techniques.
K0425,"Knowledge of different organization objectives at all levels, including subordinate, lateral and higher."
K0426,Knowledge of dynamic and deliberate targeting.
